-0.7779,-0.5557,-0.0441,912.1244220999999,-70.83717885,-630.8064407000001,132.0520829,668.3623176999999,-54.73063885,0.734945041,0.716245344,0,-49.6857,1094.63,1421.2,70.19199999999999,1023.94,1473.53,-124.74,994.774,1478.25,8.01178,968.9160000000001,1553.08,-44.24,961.283,1554.62,0,0,0,0,0,0,0,0,0,0,0,0,-20.2337,738.476,1307.68,0,0,0,-6.06074,963.351,1124.95,8.09995,996.718,987.072,133.967,691.614,1122.29,204.793,861.697,1243.08,296.789,801.3339999999999,1114.22,409.179,819.634,981.095,455.481,927.246,896.841,496.508,1020.88,759.771,461.25,1065.13,825.614,538.342,1087.81,774.001,-238.081,814.604,1239.26,-331.233,790.093,1098.9,-440.563,794.471,958.248,-482.059,915.759,973.22,-568.497,1072.04,1034.6,-534.294,1048.82,956.937,0,0,0,0,0,0,-129.231,874.546,848.532,67.9713,639.463,865.288,-12.7986,639.739,856.802,281.451,938.71,775.854,0,0,0,327.773,1253.25,566.51,330.129,1331.44,350,272.285,1306.98,351.18,370.262,1483.06,296.402,-230.803,992.33,744.481,-217.132,1243.41,760.528,-299.294,1284.09,571.1079999999999,-340.365,1374.07,364.788,-305.277,1316.9,351.471,-339.959,1522.87,296.606
-0.7697000000000001,-0.5313,-0.0279,1024.220351,-53.21999783,-713.9968528000001,103.6052627,749.4903227,-29.02295084,0.733943333,0.716302804,0,-50.489,1093.85,1421.02,69.8858,1023.85,1473.36,-124.951,993.956,1478.42,7.9554,968.939,1553.17,-43.8007,961.244,1554.94,0,0,0,0,0,0,0,0,0,0,0,0,-19.4994,737.678,1307.56,0,0,0,-6.30261,963.178,1125.49,8.14841,997.249,987.768,134.596,691.724,1122.25,204.932,861.712,1243.21,297.015,801.414,1114.32,409.044,819.697,980.861,454.855,927.197,896.3869999999999,495.341,1020.91,759.125,460.071,1065.15,825.0119999999999,536.699,1088.03,773.074,-238.171,814.773,1237.62,-331.329,793.683,1096.95,-439.065,799.957,954.557,-481.525,920.364,970.664,-565.875,1072.77,1040.12,-534.924,1053.68,959.5,0,0,0,0,0,0,-129.094,874.796,848.717,68.21639999999999,639.982,865.263,-12.5593,640.092,856.812,281.364,939.0119999999999,775.857,0,0,0,327.982,1253.48,566.669,330.279,1331.34,349.922,272.262,1307.04,351.111,370.826,1482.69,296.235,-231.033,992.5700000000001,744.4109999999999,-217.161,1243.49,760.1319999999999,-299.452,1284.42,570.937,-340.307,1374.41,364.434,-304.202,1321.91,349.528,-339.561,1523.38,296.466
-0.8025,-0.5232,-0.036,1181.832625,27.75200015,-826.8936588,-45.07836566,876.7713391,23.44235425,0.7330954240000001,0.71447329,0,-50.8739,1093.12,1420.84,69.5843,1023.48,1472.91,-125.215,993.124,1478.65,8.18342,968.5069999999999,1553.09,-43.6302,960.711,1555.08,0,0,0,0,0,0,0,0,0,0,0,0,-18.8973,736.825,1307.36,0,0,0,-6.61521,962.823,1125.96,7.82548,997.663,988.4589999999999,135.393,691.811,1122.05,204.973,861.7380000000001,1243.17,297.204,801.553,1114.39,408.984,819.86,980.693,454.22,927.311,895.891,493.837,1021.24,758.3869999999999,458.762,1065.18,824.468,535.2190000000001,1088.28,772.1950000000001,-238.357,815.255,1235.62,-331.905,798.6420000000001,1093.9,-437.639,804.651,950.902,-479.19,923.886,979.422,-560.651,1072.04,1056.04,-531.1559999999999,1053.28,974.831,0,0,0,0,0,0,-128.868,874.979,848.7859999999999,68.72790000000001,640.479,865.153,-12.1175,640.371,856.753,281.416,939.481,775.679,0,0,0,328.149,1253.72,566.744,330.505,1331.25,349.791,272.593,1307.04,351.038,371.336,1482.51,296.231,-231.141,992.7140000000001,744.393,-217.451,1243.66,759.991,-299.685,1284.58,570.673,-340.308,1374.51,364.111,-304.16,1322.15,349.631,-339.166,1523.8,296.591
-0.7943,-0.4989,-0.0441,1180.143813,73.47223495999999,-817.2212498,-139.583026,867.2730153,57.14855478,0.733282476,0.713776721,0,-51.3651,1092.19,1420.75,68.6067,1022.52,1472.79,-125.27,992.37,1479.04,9.22753,968.026,1552.63,-43.4209,960.024,1555.11,0,0,0,0,0,0,0,0,0,0,0,0,-18.5558,735.9299999999999,1307.08,0,0,0,-7.26405,962.622,1126.41,7.05948,997.768,989,136.193,691.8339999999999,1121.86,204.709,861.794,1243.35,297.248,801.579,1114.73,408.872,820.199,980.96,453.702,927.699,895.745,492.455,1021.3,757.849,457.497,1065.17,823.951,533.8579999999999,1088.4,771.341,-239.757,815.581,1233.82,-332.32,803.014,1088.67,-436.983,807.101,949.009,-475.292,923.453,990.449,-555.134,1071.33,1070.56,-525.568,1052.28,989.527,0,0,0,0,0,0,-128.717,874.998,848.744,69.2513,640.9059999999999,865.0700000000001,-11.6381,640.482,856.635,281.454,939.943,775.59,0,0,0,328.18,1253.88,566.894,330.85,1331.18,350.008,273.045,1307.05,351.327,371.528,1482.53,296.348,-231.297,992.847,744.375,-217.764,1243.87,759.817,-299.77,1284.75,570.271,-340.432,1374.83,364.139,-304.33,1322.45,350.131,-339.332,1523.91,296.15
-0.7943,-0.507,-0.0603,1108.516076,24.33020536,-771.1550723,-45.12052129,807.1119938000001,7.844646231,0.7336666509999999,0.716695443,0,-51.3792,1091.43,1420.95,68.51430000000001,1021.49,1472.7,-125.323,991.561,1479.44,9.37838,967.09,1552.69,-43.1641,959.1799999999999,1555.26,0,0,0,0,0,0,0,0,0,0,0,0,-18.4581,734.924,1306.8,0,0,0,-7.78364,962.495,1126.95,6.21732,997.563,989.4109999999999,136.757,691.771,1121.87,204.188,861.793,1244.02,297.255,801.725,1115.32,408.535,820.526,981.6609999999999,453.128,928.703,895.955,491.588,1021.34,757.799,456.437,1065.18,823.519,532.311,1088.67,770.852,-241.176,815.726,1232.94,-330.77,801.361,1083.18,-436.267,809.019,950.831,-471.998,921.26,998.497,-550.338,1072.11,1081.78,-520.664,1054.2,1000.42,0,0,0,0,0,0,-129.316,874.217,848.547,69.9192,641.272,865.0839999999999,-11.0229,640.611,856.552,281.469,940.353,775.758,0,0,0,328.81,1254.33,567.3680000000001,331.009,1331.25,350.425,273.106,1307.11,351.659,371.525,1482.64,296.596,-231.397,992.944,744.33,-218.133,1243.92,759.894,-299.832,1285.01,570.24,-340.574,1375.22,364.372,-304.244,1322.5,350.576,-339.829,1523.8,295.21
-0.7779,-0.5151,-0.0603,1086.800539,3.562663678,-759.5358133,-5.390369141,781.2654754,-2.29327074,0.733170847,0.717321463,0,-51.6815,1090.48,1421.15,69.3677,1020.77,1472.23,-125.476,990.697,1479.7,9.3727,966.122,1552.55,-42.9858,958.03,1555.25,0,0,0,0,0,0,0,0,0,0,0,0,-18.3885,734.119,1305.95,0,0,0,-8.08732,962.365,1127.23,5.44282,997.131,989.576,137.478,691.846,1121.65,204.291,861.604,1244.23,297.499,801.793,1115.48,408.66,820.8869999999999,981.7859999999999,452.979,928.407,896.0170000000001,491.553,1020.91,757.612,455.415,1065.22,822.9690000000001,531.456,1089.02,770.338,-241.144,813.941,1233.88,-329.537,798.537,1087.22,-435.059,811.136,953.591,-470.333,923.857,1000.36,-545.953,1074.57,1089.25,-517.546,1057.67,1007.17,0,0,0,0,0,0,-129.253,874.015,848.114,70.74550000000001,641.633,864.617,-9.99578,640.899,855.957,281.714,940.809,775.6079999999999,0,0,0,328.686,1254.6,567.6,331.507,1331.3,350.564,273.509,1307.22,351.71,372.103,1482.62,296.437,-231.348,992.971,744.056,-218.372,1243.83,759.812,-299.969,1285.18,570.384,-340.617,1375.18,364.171,-304.237,1322.7,350.305,-339.889,1523.47,294.359
-0.7779,-0.5394,-0.0522,1132.465836,-6.320023852,-791.6502106,21.08943636,822.4208081,-3.347423344,0.731490504,0.715795501,0,-52.1038,1089.63,1421.21,68.9641,1020.02,1471.85,-125.829,989.475,1479.62,8.73761,964.837,1552.5,-43.7957,956.747,1554.94,0,0,0,0,0,0,0,0,0,0,0,0,-18.8705,733.1559999999999,1305.21,0,0,0,-8.153600000000001,961.918,1127.06,4.85111,996.598,989.537,137.543,691.694,1121.57,204.554,861.217,1244.14,297.732,801.825,1115.31,408.672,821.178,981.438,452.389,929.336,895.525,491.096,1021.08,757.224,454.362,1065.5,822.367,530.477,1089.53,769.649,-239.256,810.409,1237.23,-328.659,797.417,1091.96,-435.194,812.722,955.998,-470.289,929.7569999999999,1000.16,-542.739,1078.4,1094.67,-515.407,1061.3,1011.99,0,0,0,119.255,920.077,872.729,-128.94,873.855,847.65,71.6117,642.05,864.1369999999999,-9.23748,641.193,855.412,281.906,941.069,775.221,0,0,0,328.935,1254.93,567.45,331.599,1331.34,350.275,273.687,1307.4,351.559,372.478,1482.6,295.996,-231.378,992.6609999999999,743.952,-218.789,1243.73,759.9589999999999,-300.349,1285.07,570.532,-340.704,1374.94,364.028,-304.331,1322.4,350.06,-339.664,1523.14,293.889
-0.7779,-0.5151,-0.0279,1129.866652,2.626092203,-776.4215458,-2.28261569,823.4399043,6.963880769,0.7298444549999999,0.712934158,0,-52.9463,1088.61,1421.25,67.79519999999999,1019.29,1472.21,-126.124,987.8,1479.55,8.25193,963.855,1552.39,-43.8552,955.723,1555.12,0,0,0,0,0,0,0,0,0,0,0,0,-18.8699,732.124,1304.59,0,0,0,-8.128579999999999,961.213,1126.89,4.53037,996.054,989.462,137.651,691.26,1120.83,204.567,860.728,1244.13,298.067,801.686,1114.94,408.887,821.297,980.683,452.144,928.913,895.121,490.591,1021.32,756.874,453.439,1065.83,821.794,529.3440000000001,1090.19,769.013,-236.707,806.716,1239.81,-328.189,796.5839999999999,1095.23,-436.139,814.056,959.186,-470.685,931.3339999999999,1004.26,-540.056,1083.08,1097.75,-513.802,1064.17,1015.24,0,0,0,119.574,920.143,872.261,-128.601,873.877,847.079,72.2017,642.1559999999999,863.607,-8.70515,641.237,854.837,282.26,941.413,774.842,0,0,0,329.039,1255.15,567.29,331.659,1331.41,349.82,273.829,1307.46,351.24,372.638,1482.7,295.632,-231.011,992.468,743.736,-219.053,1243.57,760.025,-300.527,1284.6,570.4160000000001,-340.66,1374.47,363.816,-304.268,1322.03,349.847,-339.332,1522.89,293.811
-0.7861,-0.5151,-0.0198,1095.198144,42.32152024,-770.5713128,-81.62570359,788.1545975,30.59326036,0.728339454,0.709292713,0,-54.0368,1087.16,1421.6,66.88890000000001,1018.68,1473.08,-126.731,986.215,1479.64,7.06446,962.646,1552.73,-44.3628,954.549,1555.32,0,0,0,0,0,0,0,0,0,0,0,0,-18.7265,730.913,1304.69,0,0,0,-8.02505,960.441,1127.43,4.65078,995.8200000000001,989.978,137.948,691.099,1120.53,204.941,859.981,1244.46,298.39,801.415,1114.91,408.89,821.103,980.239,451.698,929.774,894.749,489.929,1022.07,756.883,452.608,1066.18,821.427,528.427,1090.76,769.0549999999999,-234.312,803.431,1242.63,-328.333,796.247,1098.27,-437.792,815.408,963.987,-470.378,932.539,1009.55,-537.586,1088.1,1099.08,-512.3869999999999,1066.95,1016.75,0,0,0,119.932,920.177,872.208,-128.355,873.7910000000001,846.7569999999999,72.6126,642.25,863.5650000000001,-8.326739999999999,641.326,854.615,282.41,941.563,774.901,0,0,0,328.917,1255.35,567.476,331.657,1331.47,350.048,273.923,1307.54,351.423,372.582,1482.74,295.833,-232.93,989.766,744.109,-219.315,1243.31,760.139,-300.634,1283.97,570.331,-340.774,1373.99,363.971,-304.362,1321.63,349.931,-339.464,1522.53,294.274
-0.8025,-0.5151,-0.0198,1061.686463,-9.275756998,-744.2587831,23.8884871,767.1110351,-4.115396753,0.726589889,0.70752353,0,-54.9945,1085.91,1422.15,66.5608,1018.57,1474.25,-127.053,984.552,1479.77,7.60612,962.192,1553.68,-44.6517,953.369,1555.63,0,0,0,0,0,0,0,0,0,0,0,0,-17.6653,730.08,1305.3,0,0,0,-8.15192,959.765,1128.56,5.03243,995.977,991.082,138.428,690.952,1120.34,205.903,859.349,1244.9,299.24,801.129,1114.93,409.348,821.01,979.938,451.933,929.526,894.753,489.895,1022.71,757.005,452.121,1066.52,821.3339999999999,528.006,1091.47,769.367,-232.071,800.571,1245.31,-329.427,795.1369999999999,1102.09,-439.505,817.008,969.551,-470.491,934.601,1013.58,-535.51,1093.04,1098.56,-511.12,1070.04,1016.62,0,0,0,122.732,918.398,872.067,-128.145,874.024,846.514,73.1242,642.423,863.796,-7.76506,641.518,854.631,282.834,941.875,775.2329999999999,0,0,0,329.004,1255.62,567.869,332.008,1331.62,350.482,273.944,1307.66,351.723,372.662,1482.92,296.367,-232.161,990.322,743.889,-219.49,1242.99,760.409,-300.566,1283.43,570.5069999999999,-340.763,1373.79,364.329,-304.29,1321.51,350.106,-339.805,1522.44,294.957
